monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
50000,25,hombre,primaria,casado,42,235559,0
360000,39,mujer,secundaria,divorciado,34,0,0
250000,36,hombre,universitaria,casado,46,423396,0
160000,39,hombre,primaria,divorciado,32,578277,0
50000,36,hombre,secundaria,divorciado,30,388658,0
160000,12,hombre,primaria,divorciado,29,95780,0
220000,53,hombre,primaria,divorciado,31,50279,0
70000,59,mujer,universitaria,casado,43,172022,0
50000,43,hombre,universitaria,casado,43,89277,0
120000,14,hombre,primaria,divorciado,29,227824,0
50000,51,hombre,universitaria,viudo,55,210452,0
210000,18,mujer,secundaria,casado,32,819517,0
120000,60,mujer,primaria,divorciado,28,61599,0
260000,41,mujer,secundaria,casado,40,840522,0
120000,53,hombre,secundaria,casado,41,264915,0
250000,37,hombre,primaria,divorciado,30,2100,0
30000,18,hombre,secundaria,divorciado,33,167381,0
50000,24,hombre,secundaria,casado,28,124798,0
70000,47,mujer,universitaria,divorciado,23,95211,0
200000,32,mujer,primaria,divorciado,59,848563,0
100000,43,mujer,secundaria,casado,29,312395,0
200000,55,hombre,secundaria,casado,36,56040,1
280000,15,mujer,primaria,divorciado,29,31913,0
420000,17,hombre,primaria,casado,54,157589,0
400000,50,mujer,primaria,divorciado,32,180087,0
180000,25,mujer,secundaria,divorciado,27,186214,0
340000,46,mujer,primaria,divorciado,29,1105360,0
500000,31,hombre,primaria,divorciado,38,199134,0
420000,38,mujer,secundaria,divorciado,37,176309,0
180000,13,mujer,primaria,divorciado,32,14526,0
120000,35,hombre,universitaria,casado,46,705375,0
50000,43,mujer,secundaria,casado,49,203717,0
150000,54,mujer,secundaria,divorciado,26,228434,0
20000,45,mujer,primaria,divorciado,22,68504,0
150000,39,hombre,universitaria,casado,27,1295704,0
40000,52,hombre,secundaria,divorciado,27,239821,1
180000,25,mujer,primaria,casado,30,765242,0
120000,39,mujer,secundaria,divorciado,43,504544,1
420000,53,hombre,primaria,divorciado,42,740052,0
20000,22,mujer,primaria,divorciado,29,44853,0
120000,45,mujer,secundaria,divorciado,24,195955,0
230000,42,mujer,secundaria,casado,27,168717,0
50000,57,hombre,secundaria,viudo,46,212486,1
50000,14,mujer,secundaria,casado,36,220599,0
320000,20,hombre,primaria,casado,40,777191,0
70000,16,mujer,secundaria,divorciado,23,359865,1
280000,27,mujer,primaria,divorciado,27,1014279,0
180000,16,hombre,primaria,casado,48,415000,0
50000,59,mujer,primaria,divorciado,29,41958,0
340000,24,mujer,secundaria,divorciado,25,24722,0
200000,46,mujer,secundaria,divorciado,25,113055,0
180000,37,mujer,secundaria,divorciado,28,85414,0
50000,49,mujer,primaria,divorciado,25,275034,1
120000,28,mujer,secundaria,divorciado,31,733129,0
360000,43,hombre,universitaria,casado,46,9451,0
240000,12,hombre,secundaria,casado,50,5028,0
70000,34,mujer,secundaria,divorciado,25,182932,1
20000,20,mujer,universitaria,viudo,41,18107,0
190000,54,hombre,secundaria,casado,32,88821,0
200000,31,mujer,secundaria,casado,38,4290,0
410000,59,hombre,secundaria,casado,45,40649,0
110000,15,hombre,primaria,divorciado,27,220941,0
210000,23,mujer,secundaria,divorciado,27,526913,0
300000,38,hombre,primaria,casado,42,212943,0
390000,32,mujer,primaria,divorciado,29,1702039,0
30000,40,hombre,secundaria,casado,51,128537,1
20000,51,mujer,secundaria,divorciado,24,25553,1
70000,26,mujer,secundaria,divorciado,23,40478,0
70000,51,mujer,primaria,casado,35,357243,0
50000,42,hombre,primaria,divorciado,25,6168,1
30000,32,hombre,universitaria,divorciado,51,174456,0
130000,22,hombre,primaria,divorciado,33,245932,0
130000,21,hombre,secundaria,casado,39,6592,0
20000,19,hombre,secundaria,casado,38,0,1
30000,44,mujer,secundaria,casado,34,9447,0
170000,58,mujer,secundaria,divorciado,26,189106,0
120000,27,hombre,secundaria,casado,31,358864,1
50000,44,hombre,primaria,divorciado,42,285372,0
130000,41,mujer,universitaria,casado,41,807828,0
110000,46,mujer,universitaria,divorciado,32,279610,0
80000,48,mujer,primaria,divorciado,28,353828,0
500000,58,mujer,secundaria,divorciado,32,247267,0
180000,42,mujer,secundaria,casado,46,33254,0
120000,43,mujer,universitaria,casado,58,8307,1
20000,35,mujer,secundaria,casado,23,69950,0
370000,33,hombre,secundaria,divorciado,30,107433,1
50000,36,hombre,secundaria,divorciado,22,193128,0
150000,52,hombre,primaria,casado,51,441423,0
80000,58,hombre,primaria,divorciado,29,42817,1
460000,18,mujer,primaria,divorciado,28,102425,0
50000,46,hombre,universitaria,casado,53,294243,1
80000,25,mujer,secundaria,divorciado,25,224798,0
260000,25,mujer,primaria,casado,35,473353,0
320000,27,hombre,primaria,divorciado,32,90700,0
50000,14,mujer,secundaria,divorciado,46,295276,0
360000,24,mujer,primaria,casado,55,165920,0
50000,33,mujer,secundaria,divorciado,50,143338,0
150000,56,hombre,secundaria,casado,30,53896,0
70000,55,mujer,secundaria,casado,32,399144,0
150000,55,mujer,primaria,divorciado,27,91844,0
50000,26,hombre,secundaria,divorciado,42,231480,0
90000,38,mujer,secundaria,divorciado,23,39278,0
100000,17,hombre,secundaria,casado,30,398323,1
440000,36,mujer,primaria,divorciado,34,55151,0
250000,60,hombre,primaria,divorciado,35,367483,0
10000,17,mujer,universitaria,casado,55,3300,1
80000,33,mujer,secundaria,casado,37,353872,0
220000,12,mujer,primaria,casado,54,3474,0
40000,53,hombre,primaria,divorciado,25,66214,1
150000,18,hombre,secundaria,divorciado,28,718671,0
20000,57,hombre,secundaria,divorciado,35,109898,1
240000,31,mujer,secundaria,casado,41,745093,1
200000,14,hombre,primaria,divorciado,29,961541,0
50000,17,mujer,primaria,divorciado,23,109915,0
180000,17,mujer,secundaria,casado,41,193650,0
50000,56,hombre,secundaria,casado,25,158339,1
20000,40,hombre,primaria,divorciado,31,5161,0
210000,58,mujer,primaria,casado,39,308597,0
500000,59,hombre,primaria,casado,43,61711,0
240000,48,mujer,primaria,divorciado,30,-312,1
30000,29,hombre,secundaria,casado,36,138123,0
190000,41,hombre,primaria,casado,42,53082,0
10000,17,hombre,secundaria,divorciado,45,60927,0
360000,20,hombre,secundaria,divorciado,34,148423,0
80000,23,mujer,secundaria,casado,39,209423,0
60000,47,hombre,secundaria,casado,40,143699,1
100000,48,mujer,universitaria,casado,45,14551,0
100000,44,mujer,primaria,divorciado,28,23657,0
10000,25,hombre,universitaria,casado,46,36210,0
180000,31,hombre,secundaria,divorciado,24,956907,0
280000,48,mujer,secundaria,casado,39,1213592,1
50000,15,mujer,secundaria,divorciado,37,204101,0
380000,23,hombre,primaria,casado,55,738047,0
50000,24,mujer,secundaria,casado,42,136790,0
150000,31,hombre,primaria,divorciado,35,720402,0
210000,50,mujer,primaria,divorciado,35,122290,0
30000,46,hombre,primaria,divorciado,36,178759,1
70000,34,mujer,universitaria,divorciado,43,328501,1
80000,36,hombre,secundaria,divorciado,28,476744,1
50000,50,mujer,secundaria,casado,44,134645,0
480000,26,mujer,secundaria,casado,35,1537369,0
500000,36,mujer,secundaria,casado,38,309695,0
170000,55,mujer,primaria,divorciado,26,83715,0
330000,14,mujer,primaria,divorciado,29,133728,0
30000,56,hombre,secundaria,casado,37,154803,0
120000,27,mujer,secundaria,casado,36,4212,0
80000,34,mujer,primaria,divorciado,25,325537,0
160000,23,hombre,secundaria,casado,31,144811,0
110000,58,hombre,secundaria,casado,30,436463,1
20000,34,mujer,secundaria,casado,36,113718,1
140000,54,hombre,primaria,casado,49,429543,1
50000,12,hombre,primaria,divorciado,30,232522,0
20000,33,mujer,secundaria,divorciado,22,38654,1
200000,49,mujer,secundaria,divorciado,29,1131329,1
320000,25,mujer,secundaria,casado,50,1621621,0
400000,51,mujer,universitaria,casado,42,161318,0
250000,59,mujer,secundaria,divorciado,35,1368474,0
550000,56,mujer,primaria,divorciado,34,280071,1
300000,53,hombre,primaria,casado,38,694084,0
50000,52,mujer,secundaria,casado,34,305670,0
160000,36,mujer,primaria,casado,34,42378,0
80000,58,hombre,primaria,divorciado,25,116428,0
280000,59,hombre,universitaria,divorciado,38,1205178,0
500000,23,mujer,universitaria,divorciado,35,16302,1
340000,46,mujer,secundaria,casado,39,253813,0
160000,32,mujer,secundaria,casado,42,0,0
120000,30,mujer,primaria,divorciado,26,5532,0
150000,43,hombre,primaria,divorciado,28,340156,0
110000,49,hombre,primaria,divorciado,34,57804,0
120000,22,mujer,secundaria,divorciado,28,16248,1
110000,32,mujer,primaria,divorciado,36,694754,0
320000,31,mujer,secundaria,casado,36,-120,0
50000,33,hombre,universitaria,casado,42,131659,0
50000,21,mujer,secundaria,casado,38,14414,0
90000,12,mujer,secundaria,divorciado,23,238166,0
270000,44,mujer,primaria,casado,40,361321,0
50000,50,mujer,secundaria,casado,25,85320,0
50000,26,hombre,secundaria,casado,47,170513,0
360000,44,mujer,secundaria,casado,28,0,0
120000,14,mujer,secundaria,casado,26,39914,0
290000,41,mujer,universitaria,divorciado,37,4752,0
200000,30,hombre,universitaria,casado,36,91489,0
110000,39,mujer,secundaria,divorciado,25,596852,1
50000,44,hombre,secundaria,divorciado,39,118406,0
150000,40,hombre,primaria,casado,42,11770,0
280000,59,mujer,primaria,divorciado,32,134433,0
310000,15,mujer,primaria,divorciado,29,243345,0
450000,43,hombre,secundaria,divorciado,32,-28679,0
40000,13,mujer,secundaria,divorciado,23,212879,1
50000,27,mujer,secundaria,divorciado,38,256117,0
290000,22,hombre,secundaria,divorciado,35,443365,0
60000,38,hombre,universitaria,casado,39,156082,0
20000,55,hombre,universitaria,casado,47,60643,1
80000,32,mujer,secundaria,casado,27,25932,0
100000,46,hombre,secundaria,casado,36,71657,0
50000,46,hombre,primaria,casado,37,212208,1
250000,21,mujer,secundaria,casado,36,32214,0
210000,59,mujer,primaria,divorciado,34,158151,1
280000,34,mujer,primaria,divorciado,35,42603,0
110000,39,mujer,secundaria,divorciado,35,726239,0
60000,43,hombre,secundaria,divorciado,36,427411,0
200000,29,hombre,primaria,casado,40,3428,0
30000,37,hombre,secundaria,divorciado,35,73913,0
80000,51,hombre,primaria,divorciado,26,486718,0
50000,25,hombre,secundaria,divorciado,39,116438,0
160000,12,mujer,primaria,casado,39,57548,0
130000,21,mujer,secundaria,divorciado,26,394820,1
230000,49,mujer,secundaria,divorciado,35,367475,0
260000,14,mujer,secundaria,casado,35,17780,0
200000,37,hombre,secundaria,casado,54,1014215,0
420000,60,hombre,primaria,casado,32,175072,1
100000,18,mujer,primaria,divorciado,22,208148,1
100000,15,mujer,primaria,divorciado,25,2250,0
390000,49,hombre,primaria,divorciado,34,30410,0
80000,28,mujer,secundaria,divorciado,28,6636,0
50000,52,hombre,universitaria,casado,45,286338,0
90000,25,mujer,universitaria,divorciado,38,18450,1
240000,36,mujer,secundaria,casado,56,1160524,0
50000,56,mujer,universitaria,casado,47,121043,0
30000,32,mujer,secundaria,divorciado,21,54437,0
200000,36,mujer,secundaria,casado,39,133172,0
320000,55,mujer,universitaria,divorciado,40,1893972,1
90000,47,hombre,secundaria,divorciado,35,132210,0
20000,40,mujer,universitaria,casado,23,119362,1
80000,30,mujer,primaria,divorciado,23,205904,0
380000,47,mujer,secundaria,casado,36,507659,0
300000,53,mujer,primaria,divorciado,37,71269,0
110000,21,hombre,secundaria,divorciado,51,335163,0
100000,16,mujer,secundaria,casado,29,280029,0
250000,56,mujer,primaria,casado,39,19087,0
250000,51,hombre,primaria,divorciado,33,51323,0
220000,24,hombre,primaria,divorciado,30,577553,0
20000,12,mujer,primaria,divorciado,27,110547,1
240000,13,mujer,maestria,casado,34,55634,0
210000,39,hombre,primaria,casado,40,856132,0
200000,37,mujer,secundaria,divorciado,26,691846,0
120000,48,mujer,secundaria,divorciado,25,27430,1
140000,59,hombre,universitaria,divorciado,26,96599,0
30000,60,hombre,primaria,divorciado,24,186870,0
50000,17,mujer,universitaria,casado,52,113568,0
240000,26,mujer,primaria,divorciado,28,789487,0
200000,30,mujer,secundaria,casado,46,0,0
490000,25,hombre,primaria,casado,57,2163905,0
60000,30,mujer,primaria,divorciado,36,33629,1
300000,54,hombre,secundaria,casado,37,1094857,0
310000,27,mujer,primaria,divorciado,36,6827,0
360000,21,hombre,secundaria,casado,43,3079,0
60000,14,mujer,secundaria,divorciado,23,294343,1
120000,29,mujer,primaria,divorciado,27,4290,0
210000,28,hombre,secundaria,divorciado,26,930394,0
50000,14,hombre,secundaria,casado,38,132682,0
510000,42,mujer,especializacion,casado,34,173606,0
10000,58,mujer,primaria,divorciado,24,55247,0
250000,59,mujer,primaria,divorciado,36,167978,0
210000,28,mujer,primaria,divorciado,26,38126,0
160000,34,hombre,maestria,divorciado,46,573613,0
80000,44,mujer,secundaria,divorciado,24,8278,0
230000,16,hombre,primaria,divorciado,28,210407,0
30000,43,mujer,secundaria,casado,53,113919,1
50000,16,mujer,secundaria,casado,29,206134,1
190000,39,mujer,primaria,divorciado,28,1032315,1
130000,28,mujer,secundaria,casado,46,252955,0
140000,36,mujer,universitaria,casado,46,806537,0
110000,51,hombre,secundaria,divorciado,29,417733,0
20000,40,hombre,secundaria,divorciado,21,40313,0
250000,13,mujer,primaria,casado,32,1518913,0
360000,39,mujer,secundaria,casado,35,305581,1
30000,20,mujer,primaria,divorciado,21,120603,0
50000,41,hombre,universitaria,divorciado,54,163383,0
100000,17,mujer,secundaria,casado,29,304552,0
150000,60,mujer,maestria,divorciado,33,842465,0
150000,57,mujer,primaria,divorciado,30,44578,0
200000,51,mujer,primaria,casado,41,77821,0
20000,18,hombre,primaria,divorciado,40,100240,0
310000,44,mujer,secundaria,casado,37,38914,0
100000,57,mujer,primaria,divorciado,26,600150,0
50000,36,mujer,secundaria,divorciado,32,278669,1
130000,29,mujer,secundaria,divorciado,24,241929,0
100000,37,mujer,universitaria,viudo,47,12078,0
280000,60,hombre,primaria,divorciado,28,97355,0
200000,27,hombre,primaria,casado,37,810386,0
90000,13,hombre,primaria,casado,34,360492,1
150000,31,mujer,secundaria,casado,41,73103,0
20000,45,mujer,secundaria,divorciado,42,119123,1
360000,43,mujer,primaria,divorciado,30,62639,0
40000,60,mujer,secundaria,casado,28,143584,1
240000,19,mujer,secundaria,casado,55,487844,0
500000,32,mujer,primaria,casado,36,271751,0
20000,33,mujer,secundaria,divorciado,39,71213,1
140000,46,hombre,secundaria,divorciado,44,559319,1
100000,26,hombre,secundaria,divorciado,27,510882,0
120000,49,mujer,primaria,divorciado,32,127906,0
100000,52,mujer,secundaria,casado,44,381989,0
140000,18,mujer,secundaria,divorciado,33,57496,0
210000,46,mujer,primaria,divorciado,27,231232,0
500000,16,mujer,primaria,divorciado,35,227972,1
110000,38,mujer,primaria,divorciado,27,6930,0
340000,52,mujer,primaria,divorciado,30,45716,0
330000,25,mujer,primaria,divorciado,27,2015326,1
50000,44,mujer,secundaria,divorciado,34,138160,0
10000,20,mujer,primaria,casado,39,50871,1
70000,49,hombre,universitaria,casado,42,187488,0
450000,46,mujer,secundaria,casado,37,32747,1
30000,60,mujer,secundaria,casado,33,89315,0
150000,31,mujer,secundaria,divorciado,32,446529,0
230000,45,mujer,secundaria,casado,37,451047,1
30000,39,mujer,universitaria,casado,47,174723,1
30000,46,hombre,primaria,divorciado,30,191543,0
20000,37,hombre,universitaria,divorciado,45,107408,1
70000,36,mujer,universitaria,viudo,51,135142,0
50000,40,mujer,secundaria,casado,45,110054,0
360000,57,mujer,primaria,casado,46,132431,0
400000,37,mujer,primaria,divorciado,29,459503,0
130000,18,mujer,universitaria,casado,36,24055,0
130000,14,hombre,primaria,divorciado,27,17638,0
340000,22,mujer,primaria,casado,40,323537,0
270000,53,mujer,secundaria,casado,40,119901,1
60000,24,mujer,secundaria,divorciado,38,124657,1
130000,45,mujer,secundaria,divorciado,31,473628,0
10000,38,hombre,universitaria,divorciado,22,57889,0
160000,32,mujer,primaria,divorciado,33,857969,1
270000,33,mujer,primaria,casado,33,72816,0
80000,40,hombre,secundaria,casado,30,361256,1
340000,49,mujer,primaria,casado,39,188841,0
360000,49,hombre,primaria,casado,52,252736,0
240000,44,hombre,primaria,divorciado,43,5740,0
50000,34,mujer,secundaria,divorciado,26,8475,0
50000,18,hombre,universitaria,casado,23,29529,0
180000,48,mujer,secundaria,casado,28,13929,0
370000,48,mujer,primaria,casado,31,1469816,0
60000,42,hombre,secundaria,divorciado,27,70824,1
50000,43,hombre,secundaria,divorciado,25,22209,0
50000,24,hombre,universitaria,casado,52,288028,0
130000,13,mujer,primaria,divorciado,29,331656,0
500000,15,mujer,primaria,casado,49,398298,0
300000,30,hombre,primaria,divorciado,27,38998,0
120000,44,mujer,secundaria,divorciado,25,289184,0
110000,27,mujer,secundaria,casado,25,559832,0
220000,21,hombre,universitaria,divorciado,30,100594,0
140000,39,mujer,secundaria,divorciado,26,46740,0
30000,56,mujer,secundaria,divorciado,24,142813,0
200000,15,mujer,secundaria,divorciado,35,29097,0
350000,35,mujer,primaria,casado,33,39537,0
150000,19,hombre,secundaria,divorciado,42,8475,0
20000,44,hombre,secundaria,divorciado,24,9900,1
200000,13,mujer,primaria,casado,56,121281,0
20000,49,hombre,secundaria,divorciado,24,9900,0
320000,14,hombre,primaria,casado,35,4068,0
100000,43,mujer,primaria,divorciado,29,357690,0
280000,38,mujer,primaria,divorciado,28,48611,1
50000,40,hombre,primaria,casado,47,128728,0
20000,20,hombre,primaria,divorciado,23,124783,0
160000,20,mujer,primaria,divorciado,33,21089,0
60000,53,hombre,universitaria,divorciado,23,103992,0
150000,24,hombre,universitaria,casado,49,141358,0
460000,14,hombre,primaria,divorciado,34,2236595,0
500000,49,hombre,universitaria,divorciado,51,8752,0
320000,59,hombre,secundaria,casado,34,141146,0
200000,14,mujer,primaria,divorciado,29,0,1
430000,41,mujer,secundaria,casado,28,138064,0
150000,30,hombre,secundaria,casado,58,26276,0
100000,13,mujer,secundaria,divorciado,28,572850,0
30000,27,hombre,primaria,divorciado,30,99693,0
260000,56,mujer,universitaria,casado,31,27287,0
40000,20,mujer,primaria,divorciado,24,176267,1
290000,31,hombre,secundaria,divorciado,34,33788,1
140000,46,hombre,primaria,divorciado,27,8117,0
60000,39,mujer,secundaria,divorciado,22,244269,1
210000,34,hombre,primaria,divorciado,41,75491,0
170000,31,mujer,primaria,divorciado,28,0,0
370000,53,mujer,universitaria,casado,37,0,1
30000,14,hombre,primaria,divorciado,23,192811,0
360000,32,mujer,primaria,casado,32,2500,0
290000,24,hombre,secundaria,divorciado,43,311571,0
50000,14,mujer,universitaria,casado,36,65068,0
210000,54,mujer,universitaria,casado,27,3130,0
170000,58,hombre,universitaria,casado,31,1027140,0
360000,39,hombre,primaria,casado,40,238096,0
90000,54,mujer,primaria,divorciado,25,84875,0
210000,49,hombre,universitaria,casado,44,37578,1
160000,22,mujer,secundaria,casado,50,30320,0
30000,56,mujer,secundaria,divorciado,22,130641,0
80000,56,hombre,secundaria,divorciado,23,344651,0
250000,43,mujer,secundaria,casado,36,832638,0
60000,58,mujer,primaria,divorciado,27,62119,0
130000,17,hombre,primaria,divorciado,30,818132,0
180000,42,hombre,primaria,divorciado,30,685442,0
200000,26,hombre,primaria,divorciado,27,111509,0
210000,41,hombre,primaria,casado,28,1052380,0
240000,54,mujer,primaria,divorciado,30,58601,0
460000,19,mujer,secundaria,divorciado,46,2022243,0
400000,20,mujer,primaria,casado,38,103828,0
20000,58,hombre,universitaria,divorciado,25,98529,0
60000,14,mujer,secundaria,casado,37,313066,0
110000,60,mujer,secundaria,divorciado,34,631498,0
80000,41,mujer,universitaria,divorciado,26,292290,1
50000,37,hombre,primaria,divorciado,30,51548,0
360000,57,mujer,primaria,divorciado,28,38498,0
70000,17,hombre,secundaria,casado,24,302469,0
20000,26,mujer,secundaria,divorciado,22,113816,0
200000,15,mujer,universitaria,casado,50,840013,0
90000,57,mujer,universitaria,casado,46,16277,0
30000,44,hombre,primaria,casado,36,8869,0
260000,14,mujer,primaria,casado,44,74421,1
50000,49,mujer,secundaria,casado,34,63197,1
30000,26,mujer,secundaria,casado,25,196259,0
20000,40,mujer,universitaria,casado,33,24451,0
30000,55,hombre,secundaria,casado,33,189511,1
290000,35,mujer,primaria,viudo,29,1011771,1
50000,28,hombre,primaria,divorciado,26,16313,1
60000,35,mujer,primaria,divorciado,31,19643,0
200000,24,hombre,primaria,divorciado,34,942826,1
50000,50,hombre,universitaria,casado,48,78774,0
190000,38,mujer,primaria,divorciado,29,1060981,0
70000,36,mujer,secundaria,casado,38,200482,0
300000,24,hombre,primaria,divorciado,31,148191,0
400000,52,hombre,primaria,divorciado,27,357773,0
200000,27,mujer,primaria,casado,46,54245,1
560000,44,hombre,secundaria,casado,43,912278,0
150000,44,mujer,secundaria,casado,37,288907,0
300000,22,mujer,primaria,casado,36,8140,0
80000,32,mujer,secundaria,casado,24,337169,0
150000,59,mujer,primaria,casado,52,29428,1
20000,25,mujer,secundaria,casado,29,41094,0
50000,18,mujer,secundaria,casado,27,195187,0
150000,26,mujer,secundaria,divorciado,23,160743,0
140000,59,mujer,primaria,casado,34,41674,0
500000,50,mujer,primaria,casado,52,4773,0
90000,22,mujer,secundaria,divorciado,29,415277,0
30000,15,hombre,secundaria,divorciado,28,118099,1
50000,38,mujer,universitaria,divorciado,50,211929,1
280000,53,mujer,secundaria,divorciado,32,0,0
390000,58,hombre,primaria,divorciado,26,565017,1
100000,20,mujer,secundaria,divorciado,27,606091,1
200000,52,hombre,primaria,divorciado,33,1206974,1
230000,35,mujer,secundaria,divorciado,41,260760,0
20000,58,mujer,secundaria,casado,48,110056,0
180000,16,hombre,primaria,divorciado,40,290115,0
10000,23,hombre,secundaria,divorciado,23,26491,0
327680,18,hombre,universitaria,divorciado,42,1847557,1
100000,37,mujer,secundaria,casado,42,65702,1
80000,44,mujer,secundaria,casado,41,0,0
250000,50,mujer,primaria,casado,37,66022,0
440000,37,mujer,primaria,divorciado,34,179072,0
140000,19,mujer,primaria,divorciado,24,600245,0
20000,50,mujer,secundaria,divorciado,50,30315,0
50000,29,mujer,secundaria,casado,29,218753,0
30000,29,mujer,secundaria,casado,29,14251,0
210000,45,mujer,secundaria,casado,34,648330,0
20000,42,hombre,secundaria,divorciado,28,61447,0
150000,23,mujer,universitaria,casado,24,39513,1
50000,60,hombre,primaria,divorciado,23,188702,0
210000,35,mujer,secundaria,casado,47,141846,0
250000,52,mujer,universitaria,casado,49,3792,1
130000,18,hombre,primaria,divorciado,37,412604,0
290000,41,hombre,primaria,casado,38,1758696,1
150000,35,mujer,secundaria,divorciado,29,120133,0
80000,36,mujer,universitaria,divorciado,28,448011,0
50000,40,hombre,secundaria,casado,39,78475,0
240000,22,hombre,secundaria,casado,49,10031,0
90000,46,hombre,secundaria,divorciado,27,312913,0
220000,31,hombre,primaria,divorciado,38,63764,0
170000,33,hombre,secundaria,divorciado,33,13227,0
70000,32,hombre,primaria,divorciado,26,313,0
160000,52,hombre,primaria,divorciado,53,19680,1
250000,47,mujer,primaria,divorciado,29,78331,0
70000,30,hombre,primaria,casado,42,443355,1
90000,31,mujer,secundaria,divorciado,27,34263,1
50000,13,mujer,secundaria,casado,23,225392,0
150000,15,mujer,primaria,divorciado,30,893127,1
20000,21,mujer,secundaria,casado,21,578,1
20000,58,mujer,primaria,divorciado,23,119822,0
50000,15,mujer,maestria,casado,29,335167,0
200000,50,hombre,primaria,casado,31,1045273,0
200000,58,mujer,universitaria,divorciado,25,20079,0
120000,52,mujer,secundaria,divorciado,52,802022,0
270000,58,mujer,universitaria,casado,37,5929,1
300000,38,mujer,primaria,divorciado,31,22772,0
400000,39,hombre,secundaria,divorciado,29,272611,1
120000,35,hombre,universitaria,casado,24,142972,0
130000,20,hombre,secundaria,divorciado,25,39944,0
150000,27,hombre,secundaria,casado,30,894781,0
200000,43,mujer,primaria,divorciado,40,0,1
130000,15,hombre,secundaria,casado,49,480082,0
120000,28,mujer,primaria,divorciado,27,12312,0
230000,33,mujer,secundaria,divorciado,32,17742,0
50000,19,hombre,primaria,divorciado,26,29044,0
10000,57,mujer,universitaria,casado,49,5694,1
360000,49,hombre,primaria,divorciado,28,71790,0
140000,52,mujer,primaria,divorciado,24,347447,0
50000,53,mujer,secundaria,divorciado,25,208665,1
120000,15,mujer,secundaria,casado,44,118977,0
500000,48,hombre,primaria,casado,56,561854,0
500000,21,hombre,primaria,divorciado,33,310988,0
10000,26,hombre,secundaria,divorciado,25,58034,0
160000,17,mujer,universitaria,casado,39,284381,0
60000,36,mujer,secundaria,divorciado,31,176789,0
60000,46,mujer,secundaria,casado,40,109669,0
160000,16,mujer,secundaria,divorciado,40,7925,0
500000,45,mujer,primaria,divorciado,40,62337,0
360000,54,mujer,primaria,casado,41,509384,0
10000,30,hombre,secundaria,divorciado,27,59246,1
30000,48,mujer,universitaria,casado,44,207178,1
60000,14,mujer,secundaria,divorciado,26,150158,0
80000,60,mujer,secundaria,casado,44,8176,0
410000,33,hombre,secundaria,casado,37,76423,0
70000,41,mujer,secundaria,casado,27,293067,1
60000,57,mujer,universitaria,divorciado,47,8036,1
80000,59,hombre,secundaria,casado,41,61633,0
30000,43,hombre,universitaria,divorciado,38,101098,0
110000,44,mujer,universitaria,casado,49,351728,0
150000,20,mujer,secundaria,casado,30,10794,1
30000,19,mujer,secundaria,casado,38,50938,0
150000,16,hombre,universitaria,casado,38,252483,0
50000,39,hombre,universitaria,casado,55,281813,0
40000,55,hombre,secundaria,viudo,41,232046,0
70000,25,mujer,secundaria,divorciado,23,162136,0
100000,42,hombre,primaria,casado,46,489351,1
10000,32,mujer,universitaria,divorciado,22,61984,0
60000,31,hombre,universitaria,divorciado,29,59910,0
100000,46,hombre,primaria,divorciado,27,7701,1
50000,54,mujer,secundaria,divorciado,29,63994,0
10000,36,hombre,secundaria,casado,30,1950,1
50000,22,mujer,primaria,casado,54,177925,1
10000,46,mujer,universitaria,divorciado,36,47843,0
80000,58,hombre,secundaria,divorciado,36,365500,0
50000,36,hombre,secundaria,divorciado,47,168088,0
470000,20,hombre,primaria,divorciado,27,113488,0
530000,53,mujer,secundaria,divorciado,39,2124243,0
200000,44,mujer,primaria,casado,34,355368,1
20000,44,hombre,primaria,divorciado,23,50340,0
80000,35,mujer,universitaria,divorciado,24,436572,0
150000,33,mujer,secundaria,divorciado,38,24062,0
30000,34,mujer,secundaria,casado,41,128729,1
170000,48,mujer,maestria,casado,37,49686,0
230000,35,mujer,universitaria,casado,30,994142,0
170000,59,mujer,secundaria,casado,37,913769,1
290000,52,hombre,universitaria,casado,47,5834,0
170000,45,mujer,secundaria,divorciado,27,334925,0
200000,16,mujer,primaria,divorciado,26,477238,0
80000,42,hombre,universitaria,casado,55,310428,0
340000,38,mujer,secundaria,divorciado,32,10000,1
110000,54,mujer,primaria,divorciado,28,925170,0
10000,51,hombre,secundaria,divorciado,36,55367,0
80000,47,mujer,secundaria,divorciado,27,230929,0
60000,17,mujer,secundaria,viudo,28,140368,0
340000,29,mujer,secundaria,divorciado,27,97852,0
20000,12,hombre,primaria,casado,54,111289,0
500000,19,hombre,secundaria,casado,49,786183,0
250000,20,mujer,primaria,casado,53,1386878,0
50000,52,mujer,secundaria,divorciado,24,154061,0
100000,18,hombre,primaria,viudo,48,16717,1
280000,21,hombre,primaria,divorciado,31,106502,1
500000,32,hombre,primaria,casado,41,2494619,0
20000,52,hombre,secundaria,divorciado,24,103537,0
140000,13,mujer,secundaria,divorciado,24,366610,0
250000,29,mujer,secundaria,divorciado,30,227447,0
50000,30,hombre,primaria,divorciado,27,0,0
70000,38,mujer,secundaria,casado,33,199983,1
230000,28,mujer,secundaria,casado,27,1282703,0
500000,23,hombre,universitaria,divorciado,31,275530,0
280000,14,mujer,primaria,casado,40,1314884,0
160000,54,mujer,secundaria,casado,40,0,0
50000,23,mujer,secundaria,casado,32,109317,0
